"ModId","Name","Version","FileVersion","Jar","AllModIds","SHA256","MetadataPath","MetadataSource","Confidence","Namespaces"
"moogs_structures","Moog's Structure Lib","3.0.3","3.0.3","moogs_structures-neoforge-1.21.1-3.0.3.jar","moogs_structures","D4E1837730370FA3FD5153AB152C7A6862615F1159CE3B7331BC25E4DB8A78B4","META-INF/neoforge.mods.toml","NeoForge/Forge TOML","HIGH","moogs_structures"
"moonlight","Moonlight Lib","1.21.1-3.3.3","3.3.3","moonlight-1.21.1-3.3.3-neoforge.jar","moonlight","C3C1222E087D5DD58075D87B3036194700DE56BBC4B3415AA76174E048381340","META-INF/neoforge.mods.toml","NeoForge/Forge TOML","HIGH","c;minecraft;moonlight"
"moreculling","More Culling","1.0.9","1.0.9","moreculling-neoforge-1.21.1-1.0.9.jar","moreculling","0B7000DAC4BD8218074ECE026F515D8CB24FCFD19C0E9EEB882209AB82F17657","META-INF/neoforge.mods.toml","NeoForge/Forge TOML","HIGH","moreculling"
"morph","Morph","1.0.0","1.0.0","morph-neoforge-1.21.1-1.0.0.jar","morph;ichunutil","62DFB528E7845D1F038804694999AF2E1E860F0D8A3CC9CBC39EF695848B8582","META-INF/neoforge.mods.toml","NeoForge/Forge TOML","HIGH","ichunutil;morph"
"mousetweaks","Mouse Tweaks","2.26.1","2.26.1","MouseTweaks-neoforge-mc1.21-2.26.1.jar","mousetweaks","68E6F4201C5DE97B77929A7215C9552495696CA6A3BF3AE4EACC34E135F6CC8B","META-INF/neoforge.mods.toml","NeoForge/Forge TOML","HIGH",""
"mutantmonsters","Mutant Monsters","21.1.1","v21.1.1","MutantMonsters-v21.1.1-1.21.1-NeoForge.jar","mutantmonsters","1E20340A6642DCD6E43399292825F8CD84A079E0B917E36CF7341E787B626A4F","META-INF/neoforge.mods.toml","NeoForge/Forge TOML","HIGH","enderzoology;minecraft;mutantmonsters"
"mysticalagradditions","Mystical Agradditions","8.0.14","8.0.14","MysticalAgradditions-1.21.1-8.0.14.jar","mysticalagradditions","8F65713181CDB61F67637C49F7200F8FB5B8FEF2AAF314C4DA116D60077C9E46","META-INF/neoforge.mods.toml","NeoForge/Forge TOML","HIGH","c;cucumber;minecraft;mysticalagradditions;mysticalagriculture"
"mysticalagriculture","Mystical Agriculture","8.0.27","8.0.27","MysticalAgriculture-1.21.1-8.0.27.jar","mysticalagriculture","D67BB701FBE4ADE2EFEB0AAFD477F569B5E6A5A7C8AC696A8A1F658F8477EB99","META-INF/neoforge.mods.toml","NeoForge/Forge TOML","HIGH","c;cucumber;minecraft;mysticalagriculture"
"mysticalcustomization","Mystical Customization","6.0.2","6.0.2","MysticalCustomization-1.21.1-6.0.2.jar","mysticalcustomization","70C63D765EC2BC0AB6E76097AF08F6E0AA854F6C737BCA828F50EC5B2D7E0F48","META-INF/neoforge.mods.toml","NeoForge/Forge TOML","HIGH",""
"naturescompass","Nature's Compass","1.21.1-3.4.0-neoforge","3.4.0","NaturesCompass-1.21.1-3.4.0-neoforge.jar","naturescompass","0E249AC11B2F916C5570D9679E188DA652FA5664BA9CDB7BE5DC9FF69497539C","META-INF/neoforge.mods.toml","NeoForge/Forge TOML","HIGH","minecraft;naturescompass"
"nether_remastered","Nether Remastered","2.6","2.6","nether_remastered-2.6-neoforge-1.21.1.jar","nether_remastered","D2961326F6FCCA459F18CC785A6AF025E1D109DF4AA99AC2B010BDCE28A59A43","META-INF/neoforge.mods.toml","NeoForge/Forge TOML","HIGH","minecraft;neoforge;nether_remastered"
"netherrackblasting","Blasting Netherrack into Nether Bricks","1.21.1-0.1-neoforge","0.1","netherrackblasting-1.21.1-0.1-neoforge.jar","netherrackblasting","6F81089E4E9574FA99E6272FE3F7DDC17110EA08D46DD2DAFCDF477AE40DD40F","META-INF/neoforge.mods.toml","NeoForge/Forge TOML","HIGH","blastingraw"
"netherwartblock","Nether Wart Blocks to Nether Warts","1.21.1-7.2","7.2","netherwartblock-neoforge-1.21.1-7.2.jar","netherwartblock","C4D7E6D1B44E775DADE13724782EEAF3B0765777E869FF6EC4C1CA92FFA6DE88","META-INF/neoforge.mods.toml","NeoForge/Forge TOML","HIGH","netherwartblock"
"nochatreports","No Chat Reports","1.21.1-v2.9.1","v2.9.1","NoChatReports-NEOFORGE-1.21.1-v2.9.1.jar","nochatreports","866AC9A47AFCD829BDB03890B5D8F80BB4C6F47332C64717B6E909BEE51337B6","META-INF/neoforge.mods.toml","NeoForge/Forge TOML","HIGH","nochatreports"
"notenoughanimations","NotEnoughAnimations","1.12.4","1.12.4","notenoughanimations-neoforge-1.12.4-mc1.21.1.jar","notenoughanimations","A8705202193813DE291195AD6BBD03101C4DDC1AB2878AADB018AB92F903999F","META-INF/neoforge.mods.toml","NeoForge/Forge TOML","HIGH","notenoughanimations"
"nullscape","Nullscape","1.2.14","v1.2.14","Nullscape_1.21.x_v1.2.14.jar","nullscape","8749C6FDDA659335E50116C18E012CDF8699B3789859C82559AF2C6F425C93AE","META-INF/neoforge.mods.toml","NeoForge/Forge TOML","HIGH","c;forge;minecraft;nullscape"
"observable","Observable","5.4.4","5.4.4","observable-5.4.4.jar","observable","F344B47B58F4FD48D1AA95EE4D5C16252B5E5BD39F829FABC96B27097202D2E5","META-INF/neoforge.mods.toml","NeoForge/Forge TOML","HIGH","observable"
"octolib","OctoLib","0.6.2","0.6.2","OctoLib-NEOFORGE-0.6.2+1.21.jar","octolib","92BA07D9D9E55A65421F3C3F203C72FE5149CB024D5277267E81D812E11A7F38","META-INF/neoforge.mods.toml","NeoForge/Forge TOML","HIGH","octolib"
"overlapless","Overlapless","1.21.1-1.2.0","1.2.0","overlapless-1.21.1-1.2.0.jar","overlapless","5BC9AF371C6A30F17844A0E5EB6B3E5D96F4D1F8A709DFB5C38B4A3F89DCBDFE","META-INF/neoforge.mods.toml","NeoForge/Forge TOML","HIGH",""
"owo","oωo","0.12.15.5-beta.1+1.21","0.12.15.5-beta.1","owo-lib-neoforge-0.12.15.5-beta.1+1.21.jar","owo","DE6ED336BD80154B7241A7B3276694BEFC1C94550ADD8BCDFE7F82E5172FD13D","META-INF/neoforge.mods.toml","NeoForge/Forge TOML","HIGH","owo"
"patchouli","Patchouli","1.21.1-93-NEOFORGE","93","Patchouli-1.21.1-93-NEOFORGE.jar","patchouli","959AF52ED6640C316C3A8469203420BE4AEEA11AD6603890BA83BF48F5D9F993","META-INF/neoforge.mods.toml","NeoForge/Forge TOML","HIGH","minecraft;patchouli"
"personality","Personality","5.0.2","5.0.2","personality-1.21.1-5.0.2.jar","personality","9C0FD81A32F60B8AF933816D06F2CF58D53CE6433221B820AB0B90DF686DF248","META-INF/neoforge.mods.toml","NeoForge/Forge TOML","HIGH","personality"
"perspatium","Stellaris: Per Spatium Et Tempus","1.21.1-1.1.0","1.1.0","perspatium-1.21.1-1.1.0.jar","perspatium","9831D9BFEE0A2BC5E3D6C550BBB7FA54EE3843976BB032ED1156781A67EA5C0B","META-INF/neoforge.mods.toml","NeoForge/Forge TOML","HIGH","perspatium"
"pipez","Pipez","1.21.1-1.2.31","1.2.31","pipez-neoforge-1.21.1-1.2.31.jar","pipez","9B37E922443EA3452DAEACBFBA4BCF69DE07692183C4EE09F1D1E82C9FC5CC5F","META-INF/neoforge.mods.toml","NeoForge/Forge TOML","HIGH","c;minecraft;pipez"
"pipezlagfix","PipezLagFix","1.1.0","1.1.0","pipezlagfix-1.21.1-1.1.0.jar","pipezlagfix","1D416BB28A6B6CBA1489A2DD3BEB77D329B1D797DB8EC239D81885E2EF277051","META-INF/neoforge.mods.toml","NeoForge/Forge TOML","HIGH","pipezlagfix"
"placebo","Placebo","9.9.2","9.9.2","Placebo-1.21.1-9.9.2.jar","placebo","1A844A5B081813B1EDB82656329E54D38389ED470F6A6516A5887F5303D7DAAD","META-INF/neoforge.mods.toml","NeoForge/Forge TOML","HIGH","minecraft;placebo"
"playeranimator","Player Animator","2.0.4+1.21.1","2.0.4","player-animation-lib-forge-2.0.4+1.21.1.jar","playeranimator","DBE5DE45F5CD60C0E5E47AF14E6D564534A98456E973CF670CB881F6938EEE92","META-INF/neoforge.mods.toml","NeoForge/Forge TOML","HIGH",""
"pneumaticcraft","PneumaticCraft: Repressurized","8.2.23","8.2.23","pneumaticcraft-repressurized-8.2.23+mc1.21.1.jar","pneumaticcraft","647CE20D52CF139F3B693B9B4C4753966A95A6DAFC82D9E538AE4AE5B0249F9C","META-INF/neoforge.mods.toml","NeoForge/Forge TOML","HIGH","c;carryon;curios;minecraft;neoforge;patchouli;pneumaticcraft"
"polyeng","Polymorphic Energistics","0.4.1","0.4.1","polyeng-0.4.1.jar","polyeng","69E565DC00ABC5881CCFF6801C8A0817F479EAF871D578AEFD992B9B6614A2F9","META-INF/neoforge.mods.toml","NeoForge/Forge TOML","HIGH","polyeng"
"polymorph","Polymorph","1.1.0+1.21.1","1.1.0","polymorph-neoforge-1.1.0+1.21.1.jar","polymorph","BEC8118978ADEB052DE9C4EAF9A595830621D82515A764F32F9C8A4DD52AB94B","META-INF/neoforge.mods.toml","NeoForge/Forge TOML","HIGH","polymorph"
"polymorphic_extended_crafting","Polymorphic Extended Crafting","1.0.4","1.0.4","polymorphic_extended_crafting-1.21.1-1.0.4.jar","polymorphic_extended_crafting","E6F228D956AC0A15FD73D1DCBDA01FE79EBA3CAC706B0B93A2D667EF1C00F178","META-INF/neoforge.mods.toml","NeoForge/Forge TOML","HIGH",""
"potentials","Potentials","0.7.1","0.7.1","potentials-neoforge-1.21-0.7.1.jar","potentials","B09AC57B03593B62E044B5E73536C369598F5181180050942F973210BFDF4CC7","META-INF/neoforge.mods.toml","NeoForge/Forge TOML","HIGH","potentials"
"powah","Powah","6.2.10","6.2.10","Powah-6.2.10.jar","powah","0E604A7356111C1DD44A00EA42FC1AA960D9FAEB978261349DF1138FCEE4D0B4","META-INF/neoforge.mods.toml","NeoForge/Forge TOML","HIGH","c;curios;lollipop;minecraft;powah"
"prefab","Prefab","1.0.9","1.0.9","prefab-neoforge-1.0.9.jar","prefab","1E69A176FE5123A045AB2A65A65B0947425AD65AB6A530018B026FF523227EE5","META-INF/neoforge.mods.toml","NeoForge/Forge TOML","HIGH","c;minecraft;prefab"
"prickle","PrickleMC","21.1.11","21.1.11","prickle-neoforge-1.21.1-21.1.11.jar","prickle","CCF46C442ED3C7FE41AD056F0940560829EC4DD88360985DFACD78F4614EB167","META-INF/neoforge.mods.toml","NeoForge/Forge TOML","HIGH",""
"puzzleslib","Puzzles Lib","21.1.52","v21.1.52","PuzzlesLib-v21.1.52-1.21.1-NeoForge.jar","puzzleslib","00069866C4C6BB67EE5192D1B425D46E6A1601DC598E61BD10B67BA5FA8B029C","META-INF/neoforge.mods.toml","NeoForge/Forge TOML","HIGH",""
"quark","Quark","4.1-482","4.1-482","Quark-4.1-482.jar","quark","0F69CE0D31CAA4F31E1FA4959541120121E27C652CD2D954839AF6B5162F0C70","META-INF/neoforge.mods.toml","NeoForge/Forge TOML","HIGH","c;emi;minecraft;neoforge;quark;zeta"
"railways","Create: Steam 'n' Rails 1.21.1","0.2.1+neoforge-mc1.21.1","0.2.1","railways-0.2.1+neoforge-mc1.21.1.jar","railways","B7636C8B1B0352ED1A130DFE67F8BB574E2FC08803ED1CDA4D3EA00505193914","META-INF/neoforge.mods.toml","NeoForge/Forge TOML","HIGH","biomesoplenty;blue_skies;byg;c;create;create_dd;emi;hexcasting;minecraft;natures_spirit;quark;railways;tfc;twilightforest"
"reeses_sodium_options","Reese's Sodium Options","2.2.3+mc1.21.1","2.2.3","reeses-sodium-options-neoforge-2.2.3+mc1.21.1.jar","reeses_sodium_options","25812F308A87C04686DE6AC9F24A8073101F81864F0EB9ABF348F95D73A6629E","META-INF/neoforge.mods.toml","NeoForge/Forge TOML","HIGH","reeses-sodium-options"
"refurbished_furniture","MrCrayfish's Furniture Mod: Refurbished","1.0.22","1.0.22","refurbished_furniture-neoforge-1.21.1-1.0.22.jar","refurbished_furniture","953A7840261EB79959769A97CAA60CBA2EE141700A4CBE208825268327136BDF","META-INF/neoforge.mods.toml","NeoForge/Forge TOML","HIGH","c;carryon;farmersdelight;minecraft;refurbished_furniture"
"relics","Relics","0.12.8","0.12.8","relics-1.21.1-0.12.8.jar","relics","DB6F436053FE717413389E55390A5F98103CCD91CCA5FE469E090BDFAEF70717","META-INF/neoforge.mods.toml","NeoForge/Forge TOML","HIGH","curios;minecraft;neoforge;relics;reliquified_artifacts"
"reliquified_ars_nouveau","Reliquified Ars Nouveau","0.8.1","0.8.1","reliquified_ars_nouveau-1.21.1-0.8.1.jar","reliquified_ars_nouveau","BDCB07F27293260E0D0E4D24DF782DA0310A6D383AAB2D84A02A2D105A078EAF","META-INF/neoforge.mods.toml","NeoForge/Forge TOML","HIGH","curios;relics;reliquified_ars_nouveau;reliquified_artifacts"
"reliquified_artifacts","reliquified_artifacts","1.0.7","1.0.7","reliquified_artifacts-1.21.1-1.0.7.jar","reliquified_artifacts","022DFB26FE03F27871C753714792BA1E888853F9675903718FBBA2D22D7C7732","META-INF/neoforge.mods.toml","NeoForge/Forge TOML","HIGH","artifacts;curios;relics;reliquified_artifacts"
"reliquified_irons_spells_and_spellbooks","Reliquified Iron's Spells 'n Spellbooks","0.2.7","0.2.7","reliquified_irons_spells_and_spellbooks-1.21.1-0.2.7.jar","reliquified_irons_spells_and_spellbooks","36F938EB757134DE24E51D33A745C4BF52088BE764688F330B74757316C40ED7","META-INF/neoforge.mods.toml","NeoForge/Forge TOML","HIGH","curios;relics;reliquified_artifacts;reliquified_irons_spells_and_spellbooks"
"replication","Replication","1.21.1-1.2.7","1.2.7","Replication-1.21.1-1.2.7.jar","replication","AAE49074D525099447F59CD3677C2CD3E2144A4BD0591181F33CE676C52BD14E","META-INF/neoforge.mods.toml","NeoForge/Forge TOML","HIGH","c;minecraft;replication"
"repurposed_structures","Repurposed Structures","7.5.21+1.21.1-neoforge","7.5.21","repurposed_structures-7.5.21+1.21.1-neoforge.jar","repurposed_structures","AEB473F0A0A0632CEA089377CDD9F66C42CF6F97557FD32C368AC40635285DD2","META-INF/neoforge.mods.toml","NeoForge/Forge TOML","HIGH","minecraft;neoforge;pneumaticcraft;repurposed_structures"
"repurposed_structures_farmers_delight_compat","Repurposed Structures - Farmer's Delight Compat","7","v7","repurposed_structures_farmers_delight_compat_v7.jar","repurposed_structures_farmers_delight_compat","32868DB0C8DBD116EC550347E3D402C7925C5C0C021CDE785F56D6F0E6BD95E3","META-INF/neoforge.mods.toml","NeoForge/Forge TOML","HIGH","farmersdelight;repurposed_structures"
"repurposed_structures_pneumaticcraft_repressurized_compat","Repurposed Structures - PneumaticCraft: Repressurized Compat","6","v6","repurposed_structures_pneumaticcraft_repressurized_compat_v6.jar","repurposed_structures_pneumaticcraft_repressurized_compat","50D86653E9DAB236459F91A622E655DF504B7D2DB0B98110D8D9D4D7D1BF27B3","META-INF/neoforge.mods.toml","NeoForge/Forge TOML","HIGH","pneumaticcraft"
"resource_nether_ores","Resource Nether Ores","1.21.1-2.5.0","2.5.0","resource_nether_ores-neoforge-1.21.1-2.5.0.jar","resource_nether_ores","E52B6963CBC21897C666C03E84FB3725956B9A2BD85EBADDF606233AFBF544DF","META-INF/neoforge.mods.toml","NeoForge/Forge TOML","HIGH","c;minecraft;resource_nether_ores"
"resourcefullib","Resourceful Lib","3.0.12","3.0.12","resourcefullib-neoforge-1.21-3.0.12.jar","resourcefullib","5E36F2C69DE008DC5795F730C84AB767688F15C810944B585485349A0C911261","META-INF/neoforge.mods.toml","NeoForge/Forge TOML","HIGH",""
"resourcelibrary","Resource Library","1.21.1-2.10.0","2.10.0","resourcelibrary-neoforge-1.21.1-2.10.0.jar","resourcelibrary","A6F76868D0A347BC461ABF3534A1FB8DBA00529BEE5ECECD7B2A2F52A3DF7866","META-INF/neoforge.mods.toml","NeoForge/Forge TOML","HIGH","resourcelibrary"
"rhino","Rhino","2101.2.7-build.85","2101.2.7-build.85","rhino-2101.2.7-build.85.jar","rhino","95DF92CE578B2504CB16D8C9FC285303BF062EB15452246A18E57B7CF091C19A","META-INF/neoforge.mods.toml","NeoForge/Forge TOML","HIGH",""
"routers","BBL Routers","1.1.7","1.1.7","routers-1.21.1-1.1.7.jar","routers","51586907E50A44735DC698C8D30D9B7455A8A44DE8FD66CFD5970BD186D165B3","META-INF/neoforge.mods.toml","NeoForge/Forge TOML","HIGH","c;minecraft;routers"
"searchables","Searchables","1.0.2","1.0.2","Searchables-neoforge-1.21.1-1.0.2.jar","searchables","CA193F0C69033D8F709F9E073A7C1EF4EA46714E5C2F94EB23ACE12781C6AA68","META-INF/neoforge.mods.toml","NeoForge/Forge TOML","HIGH","searchables"
"secretroomsmod","Secret Rooms: Reborn (1.21.1)","1.21-1.0.0",,"SecretRooms-1.21.1-Unofficial-20260702-beta-fixedrecipes.jar","secretroomsmod","3703B47096042F8FB1FA1E3831467793F419E628E6A9FEAC0E99A2C83F2479B1","META-INF/neoforge.mods.toml","NeoForge/Forge TOML","HIGH","secretroomsmod"
"securitycraft","SecurityCraft","1.10.2.1","v1.10.2.1","[1.21.1] SecurityCraft v1.10.2.1.jar","securitycraft","75AC9E73C60CAF58DF7069F167DBACC00A640E1418207DFF654F56A5FDB5F229","META-INF/neoforge.mods.toml","NeoForge/Forge TOML","HIGH","c;minecraft;neoforge;securitycraft"
"servercore","ServerCore","1.5.19+1.21.1","1.5.19","servercore-neoforge-1.5.19+1.21.1.jar","servercore","A5706AA0BB3A47C5F1ADAB44306685736688EC03414F60BEB4FCBE05B99F5A82","META-INF/neoforge.mods.toml","NeoForge/Forge TOML","HIGH",""
"sfm","Super Factory Manager (SFM)","4.34.0","4.34.0","Super Factory Manager (SFM)-MC1.21.1-4.34.0.jar","sfm","4B589E0B310133998F26F0C12C3EE8D367360BE1771E0E96C951322CEA6C7AD0","META-INF/neoforge.mods.toml","NeoForge/Forge TOML","HIGH","minecraft;sfm"
"sizeable_foliage","Sizeable Foliage","1.2.1","1.2.1","sizeable_foliage-neoforge-1.21.1-1.2.1.jar","sizeable_foliage","3844C5D3BF7C42A9122A836203051EEB2E0281DA3F61A100AB33BC49565901C1","META-INF/neoforge.mods.toml","NeoForge/Forge TOML","HIGH","sizeable_foliage"
"sliceanddice","Create Slice & Dice","4.3.3","4.3.3","sliceanddice-4.3.3-neoforge.jar","sliceanddice","F887F70D8A5892C0CFFB4FCAC59DD189C76AEF64E2F2D4771743CA8721D6EE48","META-INF/neoforge.mods.toml","NeoForge/Forge TOML","HIGH","c;create;minecraft;sliceanddice"
"smithingtemplateviewer","SmithingTemplateViewer","1.0.4","1.0.4","smithingtemplateviewer-1.0.4.jar","smithingtemplateviewer","AB08B7E4CEF635D095D244BAE3DFFA844B73748EFA68450637120F332FC63F9F","META-INF/neoforge.mods.toml","NeoForge/Forge TOML","HIGH","smithingtemplateviewer"
"smoothchunk","Smoothchunk mod","4.1","4.1","smoothchunk-1.21-4.1.jar","smoothchunk","A79F06EAFFE7E5B834620DA3C2CDAD782AEAF4F1F207D03F8B0228A20BAB65E3","META-INF/neoforge.mods.toml","NeoForge/Forge TOML","HIGH",""
"sodium","Sodium","0.8.12+mc1.21.1","0.8.12","sodium-neoforge-0.8.12+mc1.21.1.jar","sodium","2F9E69EC9521E657100EF83B3BDF3F18DBA6078D57F9853722D7643A577B2266","META-INF/neoforge.mods.toml","NeoForge/Forge TOML","HIGH",""
"solcarrot","Spice of Life: Carrot Edition","1.16.6","1.16.6","solcarrot-1.21.1-1.16.6.jar","solcarrot","AE3E73A08C8373FBEE639B2FEAF21C2E08CAF9E4A44F8DFA610F44A5143F2FD1","META-INF/neoforge.mods.toml","NeoForge/Forge TOML","HIGH","solcarrot"
"sophisticated_jei_index","Sophisticated JEI Index","1.2.0","1.2.0","sophisticated_jei_index-1.2.0+1.21.1.jar","sophisticated_jei_index","20FC985752D5CEEBD27FD7DA5FA77231469886829B7E69CDEA1D8DFF231A5532","META-INF/neoforge.mods.toml","NeoForge/Forge TOML","HIGH","sophisticated_jei_index;sophisticatedbackpacks"
"sophisticatedbackpacks","Sophisticated Backpacks","3.25.77","3.25.77.2074","sophisticatedbackpacks-1.21.1-3.25.77.2074.jar","sophisticatedbackpacks","5ABE4CF8A918546C23CE727AC5630A1A9D5EE6880807D27115A50D550C38A89D","META-INF/neoforge.mods.toml","NeoForge/Forge TOML","HIGH","accessories;carryon;curios;neoforge;sophisticatedbackpacks"
"sophisticatedbackpackscreateintegration","Sophisticated Backpacks Create Integration","0.1.8","0.1.8.134","sophisticatedbackpackscreateintegration-1.21.1-0.1.8.134.jar","sophisticatedbackpackscreateintegration","F396364BFB146D05C1C44D21431F357B68742699CF49E6F8815751DB129DC068","META-INF/neoforge.mods.toml","NeoForge/Forge TOML","HIGH",""
"sophisticatedcore","Sophisticated Core","1.4.86","1.4.86.2259","sophisticatedcore-1.21.1-1.4.86.2259.jar","sophisticatedcore","6A257EA90A0B854DC39FADC09B59708FF346754E05827414E6A4761973CFB777","META-INF/neoforge.mods.toml","NeoForge/Forge TOML","HIGH","c;sophisticatedcore"
"sophisticatedstorage","Sophisticated Storage","1.5.85","1.5.85.2077","sophisticatedstorage-1.21.1-1.5.85.2077.jar","sophisticatedstorage","44AB87F6607998CEEE0B798F713E0236F7BBC7D5B0599F491DE79856B63EA6B1","META-INF/neoforge.mods.toml","NeoForge/Forge TOML","HIGH","c;minecraft;sophisticatedstorage"
"sophisticatedstoragecreateintegration","Sophisticated Storage Create Integration","0.1.21","0.1.21.209","sophisticatedstoragecreateintegration-1.21.1-0.1.21.209.jar","sophisticatedstoragecreateintegration","0B8B13CD120D45525C4DF8B465ADF5D381B1ED4518B72A005A3B426C6C980D9B","META-INF/neoforge.mods.toml","NeoForge/Forge TOML","HIGH",""
"soulplied_energistics","Soulplied Energistics","1.0.3","1.0.3","soulplied_energistics-1.0.3.jar","soulplied_energistics","A28A2A088141817ED18A034A07DC36A9659119D8A2FBA0EA7D7EE6BDFE4A8699","META-INF/neoforge.mods.toml","NeoForge/Forge TOML","HIGH","soulplied_energistics"
"sound_physics_remastered","Sound Physics Remastered","1.21.1-1.5.1","1.5.1","sound-physics-remastered-neoforge-1.21.1-1.5.1.jar","sound_physics_remastered","65372AD64422A20F03AD6E39AABAA827C191ABBE9BE5C35631ACC3A8105FE177","META-INF/neoforge.mods.toml","NeoForge/Forge TOML","HIGH","sound_physics_remastered"
"spark","spark","1.10.124","1.10.124","spark-1.10.124-neoforge.jar","spark","647E8A81AFBE414DBA1DF4BA15FD06C5D32D4CB544E68828405E8E074C2E16DB","META-INF/neoforge.mods.toml","NeoForge/Forge TOML","HIGH",""
"stellaris","Stellaris","1.4.25","1.4.25","stellaris-1.21-neoforge-1.4.25.jar","stellaris","EF858A5718F1E1011944E830601B6049D4D66D87F6AA7EE66BA2D4981692EFDD","META-INF/neoforge.mods.toml","NeoForge/Forge TOML","HIGH","c;minecraft;stellaris"
"stellaris_extra","Stellaris Extra","1.2.21","1.2.21","NeoForge-StellarisExtra-1.2.21-1.21.1.jar","stellaris_extra","F9CA16C78972D5ECAE0F61FD3D13949FF1D5A255EF255553EF23487A98FAE39F","META-INF/neoforge.mods.toml","NeoForge/Forge TOML","HIGH","minecraft;stellaris;stellaris_extra"
"stellaris_mekanism_compat","Stellaris Mekanism Compatibility","1.0.0","1.0.0","stellaris-mekanism-compat-1.0.0.jar","stellaris_mekanism_compat","67D5DFB256F02DEEB446FD567A531174BF3FF780B60763810232F25A74C266BF","META-INF/neoforge.mods.toml","NeoForge/Forge TOML","HIGH",""
"supplementaries","Supplementaries","1.21.1-3.8.10","3.8.10","supplementaries-1.21.1-3.8.10-neoforge.jar","supplementaries","7CD7855E0EB5F8779BD9FF54C54B9D64630DC9C9C59E068CF90478729B47BD9D","META-INF/neoforge.mods.toml","NeoForge/Forge TOML","HIGH","amendments;c;create;curios;dynamictrees;farmersdelight;minecraft;neapolitan;neoforge;quark;sable;sereneseasons;supplementaries;trinkets;vslab_compat"
"synesthesia","Synesthesia: Sound Visualizer","1.1.0","1.1.0","synesthesia-1.21.1-NeoForge-1.1.0.jar","synesthesia","119647612681C4D1C6DC412667FB8668C93C5F21CED99BE5FD3E6EBE87DE4B41","META-INF/neoforge.mods.toml","NeoForge/Forge TOML","HIGH","synesthesia"
"tectonic","Tectonic","3.0.26","3.0.26-21.1","tectonic-3.0.26-neoforge-21.1.jar","tectonic","36AA9B4A8C399C9943460A7A58D91402B6D671C10AB11B099C2EE1D75AF232EA","META-INF/neoforge.mods.toml","NeoForge/Forge TOML","HIGH","tectonic"
"terminal_view_cell_fix","Terminal View Cell Fix","1.0.1","1.0.1","terminal_view_cell_fix-1.0.1.jar","terminal_view_cell_fix","9E55154443EF3EA52B155598DD6E9473DC99AFF8C5418D9EABB624D0D975106E","META-INF/neoforge.mods.toml","NeoForge/Forge TOML","HIGH","ae2;terminal_view_cell_fix"
"terrablender","TerraBlender","4.1.0.8","4.1.0.8","TerraBlender-neoforge-1.21.1-4.1.0.8.jar","terrablender","EDB34C388FE17EA88D0A7FD11174BBF8AE8F28A4C8CE886F1BF9A5CF0EBC36B8","META-INF/neoforge.mods.toml","NeoForge/Forge TOML","HIGH","terrablender"
"terralith","Terralith","2.6.2","v2.6.2","Terralith_1.21.x_v2.6.2.jar","terralith","D38BD304897731B42F6C013CDC07E082E74411E80C74AABCEE385251BEB3B546","META-INF/neoforge.mods.toml","NeoForge/Forge TOML","HIGH","biome_tag_villagers;c;minecraft;sereneseasons;terralith"
"tf_dnv","Twilight Forest - Dungeons & Villages","2.0.3","2.0.3","tf_dnv-2.0.3.jar","tf_dnv","D027006A18A6686752805CDC17D09763D7D30FDABDA963CE36B8F0A8F55A6E3D","META-INF/neoforge.mods.toml","NeoForge/Forge TOML","HIGH","minecraft;tf_dnv"
"tflostblocks","Twilight Forest: The Lost Blocks","1.21.1-1.5.0","1.5.0","TF_Lost_Blocks-1.21.1-1.5.0.jar","tflostblocks","5979798ECA9FCAC09290B2C2EB92EA779F876416877069A967A469D77D40D920","META-INF/neoforge.mods.toml","NeoForge/Forge TOML","HIGH","minecraft;tflostblocks;twilightforest"
"titanium","Titanium","4.0.43","4.0.43","titanium-1.21-4.0.43.jar","titanium","34C58645CC1E624EC976F6FD711B7D69DDEA76DE495354A19A594C1BC92DA6B0","META-INF/neoforge.mods.toml","NeoForge/Forge TOML","HIGH","titanium"
"toofast","Too Fast","0.4.3.6","0.4.3.6","toofast-1.21.0-0.4.3.6.jar","toofast","54852C9D395B4DC870D1C8A587E4FADE9FB05474540AE4D3DD196663DD6A6114","META-INF/neoforge.mods.toml","NeoForge/Forge TOML","HIGH",""
"trenzalore","Trenzalore","6.1.1","6.1.1","trenzalore-neo-6.1.1+mc1.21.1.jar","trenzalore","EA7212433480A2BB125091A15AFA1617761787C09028032EBAD436322F340E18","META-INF/neoforge.mods.toml","NeoForge/Forge TOML","HIGH","trenzalore"
"twilight_forest_final_boss","Twilight Forest Final Boss","2.1.0","2.1.0+4.7.3196","twilight_forest_final_boss-2.1.0+4.7.3196+1.21.1.jar","twilight_forest_final_boss","90FC522FA8C02CB73E34C247F9B7247BB9794CAE87D93667DF81CB1C6B7964B4","META-INF/neoforge.mods.toml","NeoForge/Forge TOML","HIGH","c;minecraft;randomium;twilight_forest_final_boss;twilightforest"
"twilight_lootr","Twilight Lootr","1.21.1-0.0.0.1","0.0.0.1","twilight_lootr-neoforge-1.21.1-0.0.0.1.jar","twilight_lootr","44197253302CED111765B2808779822BE417619FD28CC1A6E38B084D8B6C7398","META-INF/neoforge.mods.toml","NeoForge/Forge TOML","HIGH","lootr;minecraft;twilight_lootr"
