"ModId","Name","Version","FileVersion","Jar","AllModIds","SHA256","MetadataPath","MetadataSource","Confidence","Namespaces"
"gobber2","Gobber for NeoForge","2.10.15","2.10.15","Gobber-NeoForge-1.21.1-2.10.15.jar","gobber2","36F998130395B23ACE89C9E54BFFB6E18DE3AF53420C81DC29FCE349408F4433","META-INF/neoforge.mods.toml","NeoForge/Forge TOML","HIGH","c;gobber2;minecraft;silents_mechanisms;tetra;textures"
"gobberdelight","Gobber Delight","2.2.0","2.2.0","gobberdelight-2.2.0-neoforge-1.21.1.jar","gobberdelight","BC5E5D12B1F0CEE7B6EC8CC7DD2D13B58C2C0B0EE3E7813B1C754330E3F1BB76","META-INF/neoforge.mods.toml","NeoForge/Forge TOML","HIGH","c;farmersdelight;gobberdelight;minecraft"
"gravitygun","Gravity Gun","1.21.1-1.0.0","1.0.0","gravitygunneoforge-1.21.1-1.0.0.jar","gravitygun","69884726BD991C8B816A821331857C03D666A475F8285BB445F5A6868A62C1D7","META-INF/neoforge.mods.toml","NeoForge/Forge TOML","HIGH","gravitygun"
"guideme","GuideME","21.1.17","21.1.17","guideme-21.1.17.jar","guideme","D012ACA7275E2186AA223BF180B643164E5360D6433385FB12951F369F0B8C84","META-INF/neoforge.mods.toml","NeoForge/Forge TOML","HIGH","guideme"
"handcrafted","Handcrafted","4.0.3","4.0.3","handcrafted-neoforge-1.21.1-4.0.3.jar","handcrafted","6F2A776FB28ED07D370899814E5E711FBEEBE31396097D78A3B550439B364948","META-INF/neoforge.mods.toml","NeoForge/Forge TOML","HIGH","c;handcrafted;minecraft"
"hangglider","Hang Glider","21.1.0","v21.1.0","HangGlider-v21.1.0-1.21.1-NeoForge.jar","hangglider","203773BF5F93CC3514C1D70B47A065E84CA4008885E814D9D0716E8E9A5582B4","META-INF/neoforge.mods.toml","NeoForge/Forge TOML","HIGH","hangglider;minecraft"
"hats","Hats","1.21.1-1.3.0","1.3.0","hatsneoforge-1.21.1-1.3.0.jar","hats","6580920F75A724C8534D4B28922A2C3FC9C090CEFCA7A9DD0D6A9B7A4FE3AE84","META-INF/neoforge.mods.toml","NeoForge/Forge TOML","HIGH","hats;minecraft"
"hostilenetworks","Hostile Neural Networks","6.5.1","6.5.1","HostileNeuralNetworks-1.21.1-6.5.1.jar","hostilenetworks","DD56C109A76CDD2C2BF73A1E62AED7218D087FA1401A539B0D5576386F9FF545","META-INF/neoforge.mods.toml","NeoForge/Forge TOML","HIGH","curios;hostilenetworks;minecraft"
"idas","Integrated Dungeons and Structures","1.13.7+1.21.1-neoforge","1.13.7","idas-1.13.7+1.21.1-neoforge.jar","idas","7F5031DD90AE0B32D7FE5C6C47C877CAC1EB95A178BC78D196CB24C17CE82522","META-INF/neoforge.mods.toml","NeoForge/Forge TOML","HIGH","idas;integrated_api;minecraft;supplementaries"
"immediatelyfast","ImmediatelyFast","1.6.11+1.21.1","1.6.11","ImmediatelyFast-NeoForge-1.6.11+1.21.1.jar","immediatelyfast","336DF12F099D1A441A3E06850BEA86E9C2D0C8BC022D3D9A201870A201562A04","META-INF/neoforge.mods.toml","NeoForge/Forge TOML","HIGH","immediatelyfast"
"immersive_paintings","Immersive Paintings","0.7.8","0.7.8","immersive_paintings-neoforge-1.21.1-0.7.8.jar","immersive_paintings","C377F6DFAF5BE5022761F6E3D6310EF90E59E10BD00BB252D78CFF5381B2520C","META-INF/neoforge.mods.toml","NeoForge/Forge TOML","HIGH","immersive_paintings"
"incendium","Incendium","5.4.3","v5.4.4","Incendium_1.21.x_v5.4.4.jar","incendium","285A4F69FE2391F2175F7FC9316D727A39C79BDD214923C59284D569BCE656F4","META-INF/neoforge.mods.toml","NeoForge/Forge TOML","HIGH","c;forge;incendium;load;minecraft"
"industrialforegoing","Industrial Foregoing","1.21-3.6.39","3.6.39","industrialforegoing-1.21-3.6.39.jar","industrialforegoing","ABEB644675398E7729EB5F3637E1DFBE080E0DBDFCCED1B19BD4AB595CCDD4BB","META-INF/neoforge.mods.toml","NeoForge/Forge TOML","HIGH","c;curios;industrialforegoing;minecraft;titanium"
"industrialforegoingsouls","Industrial Foregoing Souls","1.10.4","1.10.4","industrial-foregoing-souls-1.21.1-1.10.4.jar","industrialforegoingsouls","57955BA464903BE4C61DE4B44018D6FD2F482BA0EADF9FED85383AE8E05D5AB0","META-INF/neoforge.mods.toml","NeoForge/Forge TOML","HIGH","c;industrialforegoingsouls;minecraft"
"infinity","Infinite Dimensions","2.7.2+1.21.1","2.7.2","infinity-2.7.2+1.21.1-neoforge.jar","infinity","6E52E12BFD3249694ABCF9768B8AA5C2044359ACEE697F0FC05FC6BD3DCD114B","META-INF/neoforge.mods.toml","NeoForge/Forge TOML","HIGH","c;infinity;ivory;minecraft"
"integrated_api","Integrated API","1.8.0","1.8.0","integrated_api-neoforge-1.21.1-1.8.0.jar","integrated_api","48149E2AA1B3BC18E1D16A75E652B9E1405250045BFB434F04AEA90B75D3C013","META-INF/neoforge.mods.toml","NeoForge/Forge TOML","HIGH","integrated_api"
"integrated_cataclysm","Integrated Cataclysm","1.0.6+1.21.1-neoforge","1.0.6","integrated_cataclysm-1.0.6+1.21.1-neoforge.jar","integrated_cataclysm","18B71FC9F2CC2541E1F63DCD5862519FC433C6D7270F397E7AFD4E08C56C1F1C","META-INF/neoforge.mods.toml","NeoForge/Forge TOML","HIGH","cataclysm;integrated_api;integrated_cataclysm"
"integrated_dungeons_arise","Integrated Dungeons Arise","2.1.1","v2.1.1","IDA v2.1.1-1.21.1.jar","integrated_dungeons_arise","7F2A599523139697AEBEB30F3C811F33F62D7ACF85374B4EE967C95E34D366DA","META-INF/neoforge.mods.toml","NeoForge/Forge TOML","HIGH","dungeons_arise;integrated_api;lootintegrations;minecraft"
"integrated_seven_seas","Integrated Seven Seas","1.1.0",,"ISS-1.21.1.jar","integrated_seven_seas","08E0623DCD2175997B07FE231614B5A95E381750AB792A54AF029C1E44F27790","META-INF/neoforge.mods.toml","NeoForge/Forge TOML","HIGH","dungeons_arise_seven_seas;lootintegrations"
"integrated_stronghold","Integrated Stronghold","1.1.4+1.21.1-neoforge","1.1.4","integrated_stronghold-1.1.4+1.21.1-neoforge.jar","integrated_stronghold","C6AC6AD68DE806524615238F8A7EFE511C417B8CD56FFCEB7DD62AAD9C8B821B","META-INF/neoforge.mods.toml","NeoForge/Forge TOML","HIGH","integrated_api;integrated_stronghold;minecraft"
"integrated_villages","Integrated Villages","1.3.3+1.21.1-neoforge","1.3.3","integrated_villages-1.3.3+1.21.1-neoforge.jar","integrated_villages","B53A485828DA352B1A6A24CD2796AACF5D8360632B98C7DFBA295F235D41EC00","META-INF/neoforge.mods.toml","NeoForge/Forge TOML","HIGH","create;integrated_api;integrated_villages;minecraft"
"integratedcrafting","IntegratedCrafting","1.4.7","1.4.7","integratedcrafting-1.21.1-neoforge-1.4.7.jar","integratedcrafting","5BD72AD033C188D7B399A3F69D9DE86D549B7199CF0871E09FBFFFA863485547","META-INF/neoforge.mods.toml","NeoForge/Forge TOML","HIGH","integratedcrafting;integrateddynamics;minecraft"
"integrateddynamics","IntegratedDynamics","1.34.0","1.34.0","integrateddynamics-1.21.1-neoforge-1.34.0.jar","integrateddynamics;integrateddynamicscompat","2E6AFC62A572CF3E1BD6B91321946790103C72793BC5FE1D0295C1138C072E87","META-INF/neoforge.mods.toml","NeoForge/Forge TOML","HIGH","c;integrateddynamics;integrateddynamicscompat;minecraft;neoforge"
"integratedmekanism","IntegratedMekanism","1.0.4","1.0.4","integratedmekanism-1.21.1-neoforge-1.0.4.jar","integratedmekanism","AACDDB3C6A05B0703B65E70BBF16DCCCD31C676673FD920998842BE416ED2776","META-INF/neoforge.mods.toml","NeoForge/Forge TOML","HIGH","integrateddynamics;integratedmekanism;minecraft"
"integratedterminals","IntegratedTerminals","1.7.0","1.7.0","integratedterminals-1.21.1-neoforge-1.7.0.jar","integratedterminals;integratedterminalscompat","7BCA14583042C834A36E48879A12E986940D15FB3D3DC6FCAEAF51379D80A370","META-INF/neoforge.mods.toml","NeoForge/Forge TOML","HIGH","curios;cyclopscore;integrateddynamics;integratedterminals;integratedterminalscompat;minecraft"
"integratedtunnels","IntegratedTunnels","1.9.4","1.9.4","integratedtunnels-1.21.1-neoforge-1.9.4.jar","integratedtunnels;integratedtunnelscompat","28A045E22714629826443A2BA61C3A6AC9F6AB04150C80E5E249AC45F3FF8FC5","META-INF/neoforge.mods.toml","NeoForge/Forge TOML","HIGH","integrateddynamics;integratedtunnels;integratedtunnelscompat;minecraft"
"interiors","Create: Interiors","0.6.1","0.6.1","interiors-1.21.1-neoforge-0.6.1.jar","interiors","0D1326FB8B67623AE1C69A63B788DCDCECAF8DF400C7D8E5E55ACE79A5166FE5","META-INF/neoforge.mods.toml","NeoForge/Forge TOML","HIGH","interiors;minecraft"
"inventorypets","Inventory Pets","2.2.8","2.2.8","inventorypets-2.2.8.jar","inventorypets","AF49068338AE61850399DD3DBBB52D6A6E9F40933790FA2D24394135763508AD","META-INF/neoforge.mods.toml","NeoForge/Forge TOML","HIGH","inventorypets"
"iris","Iris","1.8.14-beta.1+mc1.21.1","1.8.14-beta.1","iris-neoforge-1.8.14-beta.1+mc1.21.1.jar","iris","60D5F8BF52F25E9986440F4A4270A6BD986D9CFF994510E1108AC1547063B314","META-INF/neoforge.mods.toml","NeoForge/Forge TOML","HIGH","iris"
"irisflw","Iris Flywheel Compat","2.4.0","2.4.0","iris-flywheel-compat-NeoForge-2.4.0.jar","irisflw","F5351CF9A838AE1624FCDA78A8734B52CFDE20DE824DB30E3F00DD00B9128EC8","META-INF/neoforge.mods.toml","NeoForge/Forge TOML","HIGH","flywheel;irisflw"
"ironfurnaces","Iron Furnaces","4.3.2","4.3.2","ironfurnaces-neoforge-1.21.1-4.3.2.jar","ironfurnaces","97C0D7C323FDA4AA852FDCE69BF1250A40323BB9D34EF6C87790E07334D1C2DE","META-INF/neoforge.mods.toml","NeoForge/Forge TOML","HIGH","c;ironfurnaces;minecraft"
"irons_lib","Iron's Lib","1.21.1-2.1.0","2.1.0","irons_lib-1.21.1-2.1.0.jar","irons_lib","3D0AD1003D6EDEAAD2500B9922267B4192D2C603CDD846FDA339B168F4DEFF72","META-INF/neoforge.mods.toml","NeoForge/Forge TOML","HIGH","irons_lib;irons_patreon_lib;minecraft"
"irons_spellbooks","Iron's Spells 'n Spellbooks","1.21.1-3.16.2","3.16.2","irons_spellbooks-1.21.1-3.16.2.jar","irons_spellbooks","82B650AFF7636C8FA88DA0E4CFEA008C229BB62843274678EE932F6B4EC74430","META-INF/neoforge.mods.toml","NeoForge/Forge TOML","HIGH","apotheosis;c;curios;irons_jewelry;irons_spellbooks;minecraft;neoforge;tetra"
"jade","Jade","15.10.6+neoforge","15.10.6","Jade-1.21.1-NeoForge-15.10.6.jar","jade","276F1F65A20D04F536989C4F311949D770B52C440C23C2B904A08860F3C93810","META-INF/neoforge.mods.toml","NeoForge/Forge TOML","HIGH","jade"
"javd","Just Another Void Dimension","9.0.0","9.0.0","javd-neo-9.0.0+mc1.21.1.jar","javd","FD2AFC69A6745321BEE1A358F583CC33DD029A1B0370CCFF281BE1A866DCBA3F","META-INF/neoforge.mods.toml","NeoForge/Forge TOML","HIGH","javd;minecraft"
"jdttimeaccelerators","JDT Time Accelerators","2.2.0","2.2.0","jdttimeaccelerators-neoforge-1.21.1-2.2.0.jar","jdttimeaccelerators","8381C716967D4FFC43EB84C69E6520991E17B0C290C9FEF2F11EB8B08B10C54D","META-INF/neoforge.mods.toml","NeoForge/Forge TOML","HIGH","ae2;jdttimeaccelerators;justdirethings;minecraft"
"jei","Just Enough Items","19.44.0.401","19.44.0.401","jei-1.21.1-neoforge-19.44.0.401.jar","jei","8491F902A3FF8A4170A2C4F64EFBC0186B6665825F20DAAB4789CB5102C1AC9B","META-INF/neoforge.mods.toml","NeoForge/Forge TOML","HIGH","jei"
"jei_mekanism_multiblocks","Just Enough Mekanism Multiblocks","7.16","7.16","JustEnoughMekanismMultiblocks-1.21.1-7.16.jar","jei_mekanism_multiblocks","96AB2DA00AED0FB9C40DAA93D2F2EF888763D0A42FF6FAC2D0B3E248248FF53C","META-INF/neoforge.mods.toml","NeoForge/Forge TOML","HIGH","jei_mekanism_multiblocks"
"jei_ores","JEI Ores","1.21.1-1.0.0","1.0.0","JEI Ores-1.21.1-1.0.0.jar","jei_ores","8E1D9545572528E68D0FBCE2B7BD9AE8CC43FB457016D8E93369D4897583B563","META-INF/neoforge.mods.toml","NeoForge/Forge TOML","HIGH","jei_ores;minecraft"
"jeioptimizer","JEIOptimizer","1.1.0-19.42","1.1.0-19.42","jeioptimizer-1.21.1-1.1.0-19.42.jar","jeioptimizer","FCBCBA37EF6E6155660E2FF9D4FD42B18E7F729A3D2D4EAB1649FDEC83227C87","META-INF/neoforge.mods.toml","NeoForge/Forge TOML","HIGH","jeioptimizer"
"justdirethings","Just Dire Things","1.5.7","1.5.7","justdirethings-1.5.7.jar","justdirethings","6E5F7DD7091CC271FEE66B0DF62BDE2250E8B52397B51DD911F79C088EB22D2F","META-INF/neoforge.mods.toml","NeoForge/Forge TOML","HIGH","c;forge;justdirethings;minecraft;neoforge"
"kjsbotanypots","kjsbotanypots","1.3.2","1.3.2","kjsbotanypots-1.3.2.jar","kjsbotanypots","5E66CCB2956665B9860D57ED05BB237F9DBA8610525D2AF3BB6020ACE800F404","META-INF/neoforge.mods.toml","NeoForge/Forge TOML","HIGH",""
"konkrete","Konkrete","1.9.9","1.9.9","konkrete_neoforge_1.9.9_MC_1.21.jar","konkrete","791C5538751DD3015EF3A2CE92D98719E1A28A48EBBD817B78506771256654CD","META-INF/neoforge.mods.toml","NeoForge/Forge TOML","HIGH","konkrete"
"kotlinforforge","kotlinforforge","5.12.0","5.12.0","kotlinforforge-5.12.0-all.jar","kotlinforforge","095AED94F21B4E55895B21EA957750AE3AB829FBCFC6D3C66A3489F5F1128D46","","Filename Fallback","LOW",""
"krypton_fnp","Krypton FNP","0.2.28.1-1.21.1","0.2.28.1","krypton_fnp-neoforge-1.21.1-0.2.28.1-1.21.1.jar","krypton_fnp","05EBE849611DAAFE533FC57ED9B5156EDFA9157CED04D38A7860B1E2075984B9","META-INF/neoforge.mods.toml","NeoForge/Forge TOML","HIGH","krypton_fnp"
"kubejs","KubeJS","2101.7.2-build.368","2101.7.2-build.368","kubejs-neoforge-2101.7.2-build.368.jar","kubejs","28867299E7A9F02CFD74E34745FDBBB073FE4887FDDBC98FD6C1ED2E87B01482","META-INF/neoforge.mods.toml","NeoForge/Forge TOML","HIGH","dankstorage;extendedcrafting;kubejs;minecraft"
"kubejspowah","KubeJS Powah","1.3.4","1.3.4","kubejspowah-1.3.4.jar","kubejspowah","59FC6B75B4F76FB71B39D5A987D1393172BF0E7951855036967FBCD8A310382A","META-INF/neoforge.mods.toml","NeoForge/Forge TOML","HIGH",""
"leavesbegone","Leaves Be Gone","21.1.1","v21.1.1","LeavesBeGone-v21.1.1-1.21.1-NeoForge.jar","leavesbegone","EA85AD07672F7C2199C28FE58A80C354EF2F2C60BFB0315E3730C344068526E0","META-INF/neoforge.mods.toml","NeoForge/Forge TOML","HIGH",""
"letmedespawn","Let Me Despawn","1.5.0","1.5.0","letmedespawn-1.21.x-neoforge-1.5.0.jar","letmedespawn","074FFDBE34BF97B7D15FA4DB7CFFF547578A9C2F547479128A43D184C4CA642A","META-INF/neoforge.mods.toml","NeoForge/Forge TOML","HIGH",""
"lionfishapi","lionfishapi","3.1","3.1","lionfishapi-3.1.jar","lionfishapi","AEEBF0692650AFBBC78259C0D4E3D5B7EDF037707E8AE5D56045066D83A19CF6","META-INF/neoforge.mods.toml","NeoForge/Forge TOML","HIGH","lionfishapi"
"lithium","Lithium","0.15.4+mc1.21.1","0.15.4","lithium-neoforge-0.15.4+mc1.21.1.jar","lithium","488F33216030C1CB0BAA33E59DE3D657D08D5795A6C2080C8C8BBBC133FC8757","META-INF/neoforge.mods.toml","NeoForge/Forge TOML","HIGH","lithium"
"lithostitched","Lithostitched","1.7.13","1.7.13-21.1","lithostitched-1.7.13-neoforge-21.1.jar","lithostitched","A90B1D485B138328CEAA156B7897B0829EB1EE1522B997870A53129AE65E5512","META-INF/neoforge.mods.toml","NeoForge/Forge TOML","HIGH","lithostitched;minecraft"
"lootintegrations","Lootintegrations mod","4.7","4.7","lootintegrations-1.21.1-4.7.jar","lootintegrations","1DE9E6352F643F2850DCE3E6B7AA8274902798A2243EA9E494FE13AABAA90D2C","META-INF/neoforge.mods.toml","NeoForge/Forge TOML","HIGH","lootintegrations"
"lootintegrations_integrated","lootintegrations_integrated mod","1","1.5","lootintegrations_integrated-1.5.jar","lootintegrations_integrated","45182E1106A9F2AC75F35F680D0CD2D0DE8457587A7E9FDFEE54E2CC6A156FBD","META-INF/neoforge.mods.toml","NeoForge/Forge TOML","HIGH","lootintegrations"
"lootintegrations_yungs","lootintegrations_yungs mod","1","1.6","lootintegrations_yungs-1.6.jar","lootintegrations_yungs","15E0B2B1A6E538E2E4F14C1FA9FD272E3EA45D74B0E95D50D3F707A7CEF9B9BE","META-INF/neoforge.mods.toml","NeoForge/Forge TOML","HIGH","lootintegrations"
"lootjs","LootJS","1.21.1-3.7.0","3.7.0","lootjs-neoforge-1.21.1-3.7.0.jar","lootjs","D168FD80F45E5F23DCED8A54FDEE87347A4C7FC6CCD9C76D30AE4D067BA9C60A","META-INF/neoforge.mods.toml","NeoForge/Forge TOML","HIGH","lootjs"
"lootr","Lootr","1.21.1-1.11.38.123","1.11.38.123","lootr-neoforge-1.21.1-1.11.38.123.jar","lootr","2EF8EE998A5C224C2037CBFE488C2D66AA9522F1F0C32083C692741682AB58D9","META-INF/neoforge.mods.toml","NeoForge/Forge TOML","HIGH","c;ftbchunks;lootr;minecraft"
"lucky","Lucky Block","0.1.4+1.21.1","0.1.4","lucky_block-neoforge-0.1.4+1.21.1.jar","lucky","D1EAFF79104F114FA326F8AFC971E331C8958C64EDF5DADB415CF9102CBF349B","META-INF/neoforge.mods.toml","NeoForge/Forge TOML","HIGH","lucky;minecraft"
"marvel","Marvel Superheroes","2.1.0-pre6","2.1.0-pre6","marvel-2.1.0-pre6-1.21.1-neoforge.jar","marvel","F2B3D00F07106D052067B4B2D8C0780EEDC6B94D8F25941DED7614818CE5BB24","META-INF/neoforge.mods.toml","NeoForge/Forge TOML","HIGH","c;curios;emi;libgui;marvel;minecraft"
"mcwbridges","Macaw's Bridges","3.1.2","3.1.2","mcw-bridges-3.1.2-mc1.21.1neoforge.jar","mcwbridges","070B817D3282760D9789B22CE13779613C8B558E02012FD5884D343175D88FD9","META-INF/neoforge.mods.toml","NeoForge/Forge TOML","HIGH","mcwbridges;minecraft"
"mcwdoors","Macaw's Doors","1.1.5","1.1.5","mcw-doors-1.1.5-mc1.21.1neoforge.jar","mcwdoors","87261E309F5E10C9910169D5ACBBA613CAB3A2D2270698B0BD47E657A45B0518","META-INF/neoforge.mods.toml","NeoForge/Forge TOML","HIGH","mcwdoors;minecraft"
"mcwfences","Macaw's Fences and Walls","1.2.1","1.2.1","mcw-mcwfences-1.2.1-mc1.21.1neoforge.jar","mcwfences","E4B0E5A5B67DECC2285E71F017FB4F60284796FA0838DE3EDEAF6B7CB0395735","META-INF/neoforge.mods.toml","NeoForge/Forge TOML","HIGH","diagonalfences;mcwfences;minecraft"
"mcwfurnitures","Macaw's Furniture","3.4.1","3.4.1","mcw-furniture-3.4.1-mc1.21.1neoforge.jar","mcwfurnitures","819FDA8059B210E9DE8B9275C8B8E0D931054AF5A5AD47771C72D9FD4AB85E88","META-INF/neoforge.mods.toml","NeoForge/Forge TOML","HIGH","mcwfurnitures;minecraft"
"mcwlights","Macaw's Lights and Lamps","1.1.5","1.1.5","mcw-lights-1.1.5-mc1.21.1neoforge.jar","mcwlights","B27CD68A7673874B0F6D765BDEF2A022666CC07CA0E5057209A16D1A535DA9E4","META-INF/neoforge.mods.toml","NeoForge/Forge TOML","HIGH","mcwlights;minecraft"
"mcwpaintings","Macaw's Paintings","1.1.0","1.1.0","mcw-paintings-1.1.0-mc1.21.1neoforge.jar","mcwpaintings","FDDF73508F3C98CADD9B3C1FE08D792141EB3DB7F89134CF313ED175C3BA031C","META-INF/neoforge.mods.toml","NeoForge/Forge TOML","HIGH","mcwpaintings;minecraft"
"mcwpaths","Macaw's Paths and Pavings","1.1.1","1.1.1","mcw-mcwpaths-1.1.1-mc1.21.1neoforge.jar","mcwpaths","F04B51518F75C8A7D5FE1BE5589DBCB8A7B0D4F67373CA903578804D971B1286","META-INF/neoforge.mods.toml","NeoForge/Forge TOML","HIGH","mcwpaths;minecraft"
"mcwquark","Macaw's Quark","1.21.1-1.6.1","1.6.1","mcwquark-neoforge-1.21.1-1.6.1.jar","mcwquark","E0AF433007771533F77631D0E01A714CA06C71AF369B6B393BEF23534C01BD9B","META-INF/neoforge.mods.toml","NeoForge/Forge TOML","HIGH","diagonalfences;mcwbridges;mcwdoors;mcwfences;mcwfurnitures;mcwpaths;mcwquark;mcwstairs;mcwtrpdoors;mcwwindows;minecraft;quark"
"mcwroofs","Macaw's Roofs","2.3.2","2.3.2","mcw-roofs-2.3.2-mc1.21.1neoforge.jar","mcwroofs","25C79DEF993A24B05B0F8494EE9417717D469BC000D5ED7C219B47DCC3B3E9C8","META-INF/neoforge.mods.toml","NeoForge/Forge TOML","HIGH","mcwroofs;minecraft"
"mcwstairs","Macaw's Stairs and Balconies","1.0.2","1.0.2","mcw-mcwstairs-1.0.2-mc1.21.1neoforge.jar","mcwstairs","177FE382FF22CAA14983D862EAD2717321315A5E4AFA778D245E9ACD2F61608D","META-INF/neoforge.mods.toml","NeoForge/Forge TOML","HIGH","mcwstairs;minecraft"
"mcwtrpdoors","Macaw's Trapdoors","1.1.5","1.1.5","mcw-trapdoors-1.1.5-mc1.21.1neoforge.jar","mcwtrpdoors","1408D46BC2E7515B25B4DA8393F8DBB3D79BCD9FB6D51FCF26FE84734C2597AF","META-INF/neoforge.mods.toml","NeoForge/Forge TOML","HIGH","mcwtrpdoors;minecraft"
"mcwwindows","Macaw's Windows","2.4.2","2.4.2","mcw-mcwwindows-2.4.2-mc1.21.1neoforge.jar","mcwwindows","8970C40EC622EDD34C9B055226B403AF08AB441C77303A6DC625AE18005F8184","META-INF/neoforge.mods.toml","NeoForge/Forge TOML","HIGH","mcwwindows;minecraft"
"mechanicals","Mechanicals Lib","1.1.6","1.1.6","mechanicals-1.21.1-1.1.6.jar","mechanicals","0CE9BB97A68A2FC7340695EACD5B9898F2DC481DC6384DF62BFB10C92C9DE549","META-INF/neoforge.mods.toml","NeoForge/Forge TOML","HIGH","create;mechanicals"
"megacells","MEGA Cells","4.11.0","4.11.0","megacells-4.11.0.jar","megacells","A386BBF12AFB11729B0DCF77F64221893D250F22E6185A4D728B9799B230BC55","META-INF/neoforge.mods.toml","NeoForge/Forge TOML","HIGH","ae2;c;megacells;minecraft"
"mekagenjei","MekaGenJei","1.2","1.2","mekagenjei-1.2.jar","mekagenjei","AC5E5A3600E1D45C5326FC28CBE71F62C2CDAAA2402886E238F2C462119A56C7","META-INF/neoforge.mods.toml","NeoForge/Forge TOML","HIGH","mekagenjei"
"mekajadeupgrade","MekaJadeUpgrades","1.3","1.3","mekajadeupgrade-1.3.jar","mekajadeupgrade","11F817F42163ED6CAFE724E9D30B1C059FB7297D6E767030F472232EBE12368E","META-INF/neoforge.mods.toml","NeoForge/Forge TOML","HIGH","mekajadeupgrade"
"mekanism","Mekanism","10.7.19","10.7.19.85","Mekanism-1.21.1-10.7.19.85.jar","mekanism","004DBC9F3106F4D192AEAA1EE1190DD16EC9CA8059ED3D093B80034F4C574F43","META-INF/neoforge.mods.toml","NeoForge/Forge TOML","HIGH","c;create;emi;framedblocks;mekanism;minecraft;neoforge;per-viam-invenire;projecte"
"mekanismcurios","Mekanism Curios","1.2.1","1.2.1","mekanismcurios-1.21.1-1.2.1.jar","mekanismcurios","6721E17CC4EEF95FE987B5431DE626C0FA51618037BF606A1A7EFF5373E22514","META-INF/neoforge.mods.toml","NeoForge/Forge TOML","HIGH","curios;mekanismcurios"
"mekanismgenerators","Mekanism: Generators","10.7.19","10.7.19.85","MekanismGenerators-1.21.1-10.7.19.85.jar","mekanismgenerators","0E5783B111E756F27B48C62B2F0E02FFF750C77F7985FF809BFADC5F444BA4AC","META-INF/neoforge.mods.toml","NeoForge/Forge TOML","HIGH","c;create;emi;framedblocks;mekanism;mekanismgenerators;minecraft;neoforge"
"mekanismtools","Mekanism: Tools","10.7.19","10.7.19.85","MekanismTools-1.21.1-10.7.19.85.jar","mekanismtools","E1DBCA7D70DF150101DA535F6AB4B165A2E402FDE830D34DF75B58D9AAD24DD8","META-INF/neoforge.mods.toml","NeoForge/Forge TOML","HIGH","c;emi;mekanismtools;minecraft"
"mekmm","Mekanism: MoreMachine","1.3.1","1.3.1","mekmm-1.21.1-1.3.1.jar","mekmm","72C43200A88BF8944EB0D07DF740B63A25D87F5997853856628362668E16771A","META-INF/neoforge.mods.toml","NeoForge/Forge TOML","HIGH","c;mekanism;mekmm;minecraft"
"melody","Melody","1.0.10","1.0.10","melody_neoforge_1.0.10_MC_1.21.jar","melody","6B973A4564703C531FC0EAE09DB08B07A38091E0A743C687B8D2049457E84871","META-INF/neoforge.mods.toml","NeoForge/Forge TOML","HIGH","melody"
"merequester","ME Requester","1.21.1-1.4.3","1.4.3","merequester-neoforge-1.21.1-1.4.3.jar","merequester","68F3C861A802D48AFEB6E3A48E8EE4F8633904340AC3F89F17493DC84490E385","META-INF/neoforge.mods.toml","NeoForge/Forge TOML","HIGH","ae2;merequester;minecraft"
"mes","MoogsEndStructures","2.0.3","2.0.3","MoogsEndStructures-1.21-2.0.3.jar","mes","6DD403739A473C38AA2A6660DC4891BE1525743F5E7BE0CF4C25B93B4491B4EA","fabric.mod.json","Fabric JSON","HIGH","mes"
"mifa","More Industrial Foregoing Addons","2.1.0","2.1.0","mifa-neoforge-1.21.x-2.1.0.jar","mifa","DAB09F72C4DF39EFC5D7F8949E4AB02B7D5F74242EE17B8C26FB172C2761D49F","META-INF/neoforge.mods.toml","NeoForge/Forge TOML","HIGH","c;industrialforegoing;mifa;minecraft"
"mns","MoogsNetherStructures","3.0.0","3.0.0","MoogsNetherStructures-1.21-3.0.0.jar","mns","024BCE3098FCBA6B7EB55F3526708CBF9DFDF3B074DA057CE72B896A2567A6AF","fabric.mod.json","Fabric JSON","HIGH","mns;moogs_structures"
"mod_menu","Better ModList","21.1.1","21.1.1","better_modlist-21.1.1.jar","mod_menu","9D4FCB6B0E0393F08AF4EFD787A00A973E091CF4F6F62261B26F26A352B1317E","META-INF/neoforge.mods.toml","NeoForge/Forge TOML","HIGH","mod_menu"
"modernfix","ModernFix","5.27.20+mc1.21.1","5.27.20","modernfix-neoforge-5.27.20+mc1.21.1.jar","modernfix","6F367EA4002C39E3CFE27E0A0BE1008880A4B35A8482A78A437CFB9D8EE38273","META-INF/neoforge.mods.toml","NeoForge/Forge TOML","HIGH","modernfix"
"modernworldcreation","Modern World Creation","2.0.1","2.0.1","modernworldcreation_neoforge_2.0.1_MC_1.21.1.jar","modernworldcreation","ABA9DE9A28879BC59333AA05F1B53E1233C9ECA5A91AB1C4C55CC63674842A43","META-INF/neoforge.mods.toml","NeoForge/Forge TOML","HIGH","modernworldcreation"
"modularrouters","Modular Routers","13.2.7","13.2.7","modular-routers-13.2.7+mc1.21.1.jar","modularrouters","10F84E7F2D1BC7B655D8398D8C2E7146C4929C3AD2C97408F940CA86C1BF898C","META-INF/neoforge.mods.toml","NeoForge/Forge TOML","HIGH","minecraft;modularrouters"
